booking_id,passenger_id,flight_id,booking_date,status,seat_number,passport_hash
B1860,P1217,UK043,2025-08-01 11:37:36.952,UNKNOWN,3A,af827a01b509e6ae
B1861,P1444,AI125,2025-10-15 11:37:36.952,CONFIRMED,25E,cadf4859991b0f08
B1862,P1764,AI089,2025-10-05 11:37:36.952,PENDING,21A,0ba639f080c17c05
B1863,P1221,UK019,2026-02-12 11:37:36.952,CONFIRMED,22C,2c8b1e3f7745d80a
B1864,P1382,UK078,2025-09-27 11:37:36.952,CANCELLED,22C,9a98890c43ab6d73
B1865,P1880,SJ009,2025-07-28 11:37:36.952,CANCELLED,15E,a20234a1879c3ba2
B1866,P1591,UK178,2026-01-28 11:37:36.952,CONFIRMED,7A,ee7a801ac64c206d
B1867,P1006,UK018,2025-11-23 11:37:36.952,CONFIRMED,13D,e1185cbe1d9a066e
B1868,P1271,SJ059,2026-04-10 11:37:36.952,CANCELLED,29E,5c8f3466e8ea9194
B1869,P1738,UK108,2026-02-04 11:37:36.952,CONFIRMED,19C,bda456f6e93a5987
B1870,P1015,6F045,2025-04-25 11:37:36.952,CANCELLED,5D,6e6bfc99c9c06272
B1871,P1423,AI144,2025-10-04 11:37:36.952,CANCELLED,23E,8f2d93a86434f0de
B1872,P1523,AI244,2025-07-09 11:37:36.952,PENDING,26E,ac7314a3b694827e
B1873,P1802,6F265,2025-04-25 11:37:36.952,CONFIRMED,11B,78407459f2eae92c
B1874,P1752,6F108,2026-01-26 11:37:36.952,CONFIRMED,16E,33264ded1e73cec8
B1875,P1020,6F069,2025-06-17 11:37:36.952,PENDING,17D,7f34b31b8a74481b
B1876,P1689,6F072,2025-06-14 11:37:36.952,CANCELLED,18F,d46918b121864fe1
B1877,P1938,6F096,2025-11-09 11:37:36.952,CONFIRMED,33F,bf9a2e549016485b
B1878,P1227,SJ233,2025-12-31 11:37:36.952,PENDING,31D,3a0d7f7bf9b7fd49
B1879,P1784,AI203,2025-12-03 11:37:36.952,PENDING,9E,e336afc8c867ecf6
B1880,P1287,UK147,2026-03-08 11:37:36.952,CONFIRMED,2E,f733bf22e57fdd06
B1881,P1808,UK039,2025-08-26 11:37:36.952,PENDING,8E,d531397d9fe9a36a
B1882,P1133,6F216,2025-10-17 11:37:36.952,CANCELLED,18B,f0c17e6da411e7eb
B1883,P1983,AI214,2025-11-17 11:37:36.952,PENDING,5B,dc092e5edf81fcf5
B1884,P1282,UK025,2025-08-31 11:37:36.952,CANCELLED,31D,973ea6687da71a9d
B1885,P1403,UK053,2025-08-10 11:37:36.952,CANCELLED,11B,66ecf7c3c34fc56d
B1886,P1664,6F130,2026-02-12 11:37:36.952,UNKNOWN,9D,28348146ccf5c999
B1887,P1065,6F247,2026-03-09 11:37:36.952,PENDING,23F,a54ee7925788a1c3
B1888,P1648,6F159,2025-12-25 11:37:36.952,CANCELLED,25C,e554f9bfa63b49d1
B1889,P1603,UK086,2026-02-24 11:37:36.952,CANCELLED,22C,f06a372de876e39e
B1890,P1436,6F102,2025-08-30 11:37:36.952,PENDING,12E,e2d2253611ec2328
B1891,P1828,UK186,2026-01-26 11:37:36.952,CANCELLED,18D,97bdea92636d5c1a
B1892,P1933,6F032,2025-08-24 11:37:36.952,PENDING,17F,c80b48758f08213c
B1893,P1258,6F186,2025-08-02 11:37:36.952,CONFIRMED,19A,dce988fc36c97786
B1894,P1979,6F106,2026-02-24 11:37:36.952,CANCELLED,4F,89f338cd7fc52c23
B1895,P1965,AI021,2025-10-05 11:37:36.952,CANCELLED,14E,3b5d797dc6c17d09
B1896,P1102,AI157,2025-11-30 11:37:36.952,PENDING,11F,57f1fcd062d63a5d
B1897,P1992,6F054,2025-11-01 11:37:36.952,PENDING,26F,59a836c80d8c90a4
B1898,P1566,AI187,2025-10-03 11:37:36.952,PENDING,10D,f7d1380547c9d577
B1899,P1768,SJ124,2025-09-28 11:37:36.952,PENDING,4B,e36862a918bfca92
B1900,P1100,SJ223,2025-10-06 11:37:36.952,CANCELLED,11C,5bad9f4cf190e7d6
B1901,P1197,UK103,2025-04-25 11:37:36.952,CONFIRMED,21A,d4225f77ec76d7c6
B1902,P1812,SJ157,2026-02-08 11:37:36.952,CONFIRMED,14F,1decbd29cfbe2544
B1903,P1225,6F242,2025-11-06 11:37:36.952,CONFIRMED,9B,36d8ef2746e29dab
B1904,P1942,UK213,2025-07-01 11:37:36.952,CONFIRMED,8B,40b1d023f363963c
B1905,P1462,SJ120,2026-02-13 11:37:36.952,PENDING,24B,207c5dfb1d81736e
B1906,P1236,AI035,2025-08-11 11:37:36.952,CANCELLED,22B,8737dfca2fe6c8d5
B1907,P1025,6F147,2026-01-14 11:37:36.952,CANCELLED,1B,4b432f17b1d38230
B1908,P1120,SJ229,2025-08-09 11:37:36.952,CANCELLED,23B,8dcf010d1dd8b21d
B1909,P1909,AI230,2025-11-14 11:37:36.952,PENDING,31B,4f16c5f08f75eb48
B1910,P1505,UK162,2025-06-10 11:37:36.952,CANCELLED,5C,3c1e2f0fc3d3e5c3
B1911,P1181,AI066,2025-05-29 11:37:36.952,PENDING,27C,e266325a3fbbbd69
B1912,P1710,6F205,2025-09-09 11:37:36.952,CANCELLED,19D,e151b2ebbb00d413
B1913,P1813,AI124,2025-05-24 11:37:36.952,CONFIRMED,27B,d2182e3232c2e289
B1914,P1766,UK114,2025-10-19 11:37:36.952,PENDING,20A,3d35368ba6389c44
B1915,P1633,AI231,2025-06-03 11:37:36.952,CANCELLED,18B,f2f8ab60b89747c0
B1916,P1542,AI113,2025-10-30 11:37:36.952,CONFIRMED,7D,b0838bc2349b3e1a
B1917,P1983,UK180,2025-08-03 11:37:36.952,UNKNOWN,27A,c629fc15abbd896a
B1918,P1314,UK180,2025-10-07 11:37:36.952,CONFIRMED,2B,1356acc909e9194b
B1919,P1990,6F080,2026-03-17 11:37:36.952,PENDING,7C,51188cf536820522
B1920,P1796,SJ095,2025-05-11 11:37:36.952,PENDING,14A,b311ced7623ee79c
B1921,P1617,SJ115,2025-04-24 11:37:36.952,CANCELLED,21F,cf13262d5ae355fb
B1922,P1735,AI142,2025-05-14 11:37:36.952,CONFIRMED,7D,3c6b7e635f83b45f
B1923,P1272,UK169,2025-11-28 11:37:36.952,CANCELLED,33F,60d169d9b1d515c0
B1924,P1909,SJ041,2025-05-04 11:37:36.952,CANCELLED,27D,3a228e031196fcb3
B1925,P1231,UK171,2025-04-20 11:37:36.952,CONFIRMED,7D,0fe0322e7f3fd942
B1926,P1419,AI081,2025-11-27 11:37:36.952,CANCELLED,18F,57d4b60c1075ce04
B1927,P1767,AI162,2026-01-28 11:37:36.952,PENDING,27D,360e4cde1c73981c
B1928,P1441,SJ037,2026-01-23 11:37:36.952,CANCELLED,6F,22f7d67dfc129df1
B1929,P1495,SJ037,2025-11-05 11:37:36.952,CONFIRMED,6A,82a0755f38b853c2
B1930,P1023,UK080,2025-12-16 11:37:36.952,PENDING,3B,479132795205a60d
B1931,P1108,SJ031,2025-09-26 11:37:36.952,PENDING,16C,fb70900ab05e0264
B1932,P1702,AI199,2025-12-28 11:37:36.952,CANCELLED,4B,20177912a4b87913
B1933,P1501,6F082,2025-05-28 11:37:36.952,CANCELLED,7B,538d1b80eb257af0
B1934,P1858,UK217,2026-04-12 11:37:36.952,PENDING,9F,fe8da665f70f1cf9
B1935,P1024,UK014,2026-04-13 11:37:36.952,CANCELLED,6C,2437d254afcc829e
B1936,P1186,SJ180,2026-01-11 11:37:36.952,CONFIRMED,14D,055ef86c67a7545e
B1937,P1287,6F268,2026-02-19 11:37:36.952,CANCELLED,16E,e86a0d4b95087ef9
B1938,P1627,UK205,2026-04-07 11:37:36.952,CANCELLED,19B,1b76c24e008d12de
B1939,P1337,SJ212,2025-07-22 11:37:36.952,PENDING,22B,a1ceb7db9a8f4d37
B1940,P1877,UK052,2025-06-25 11:37:36.952,CANCELLED,17C,3dfe21b4717b2731
B1941,P1913,UK230,2025-06-13 11:37:36.952,CANCELLED,19D,297150fdc26a5809
B1942,P1036,AI145,2025-07-18 11:37:36.952,CANCELLED,23D,52c23117d0b6483f
B1943,P1793,SJ035,2026-03-13 11:37:36.952,CONFIRMED,7E,2afc19eb30e33dfb
B1944,P1136,SJ184,2025-07-20 11:37:36.952,CANCELLED,10B,0503ddbdc7954fc9
B1945,P1507,6F207,2025-11-03 11:37:36.952,CONFIRMED,24A,102be45dae9fa995
B1946,P1226,UK144,2026-03-30 11:37:36.952,CONFIRMED,15A,9831fdc174faf57f
B1947,P1319,AI126,2025-10-22 11:37:36.952,CONFIRMED,1A,8f8a317db0cdc0d1
B1948,P1839,SJ145,2025-05-19 11:37:36.952,CONFIRMED,10A,89e8c4f2714c9d00
B1949,P1915,6F040,2025-05-16 11:37:36.952,PENDING,15B,78da5f3f104150a2
B1950,P1181,UK049,2025-06-15 11:37:36.952,CONFIRMED,21B,59abd1abe2875e04
B1951,P1873,UK049,2026-03-18 11:37:36.952,CANCELLED,3F,220ac90c194efac7
B1952,P1085,AI087,2025-10-18 11:37:36.952,CONFIRMED,2C,dfcf5f4a11d157bb
B1953,P1466,AI152,2025-05-24 11:37:36.952,CANCELLED,19A,542539dfa11714e5
B1954,P1925,SJ240,2025-11-06 11:37:36.952,CONFIRMED,2A,d9121ffdc34b6a37
B1955,P1052,AI212,2025-09-14 11:37:36.952,PENDING,22B,ba06ccf0d09d344f
B1956,P1859,AI064,2025-09-21 11:37:36.952,CONFIRMED,3B,7ef6d89813183832
B1957,P1866,6F093,2025-06-07 11:37:36.952,CONFIRMED,32E,67ccf72774c4e47a
B1958,P1234,AI118,2025-04-28 11:37:36.952,PENDING,29C,6d2015fd32402b94
B1959,P1958,AI172,2025-12-19 11:37:36.952,CONFIRMED,23D,9b80358e64c8add3
B1960,P1778,6F183,2026-01-30 11:37:36.952,CANCELLED,27E,5c1d55a69680fffc
B1961,P1798,6F200,2025-07-15 11:37:36.952,CONFIRMED,28A,f24fcefc260522e9
B1962,P1432,SJ077,2025-12-23 11:37:36.952,CONFIRMED,18C,273f61215919d166
B1963,P1495,UK030,2026-02-24 11:37:36.952,CONFIRMED,27F,e534e29c63180978
B1964,P1998,SJ232,2025-05-21 11:37:36.952,PENDING,18B,4c216ec64082c9f9
B1965,P1099,6F090,2026-01-29 11:37:36.952,CONFIRMED,20D,e88c91c4ce8e371f
B1966,P1989,UK002,2025-11-06 11:37:36.952,CONFIRMED,12B,bd4984f9dc2c410a
B1967,P1598,AI154,2025-07-03 11:37:36.952,CANCELLED,22C,30e4570111fa8ea9
B1968,P1402,6F089,2025-10-11 11:37:36.952,CONFIRMED,2D,cf181aa9ccdcae84
B1969,P1395,6F218,2026-04-08 11:37:36.952,CONFIRMED,29A,93bc7d27d08ae6c3
B1970,P1526,6F241,2025-11-26 11:37:36.952,CONFIRMED,12B,62b0624b65cd64bf
B1971,P1414,6F116,2025-08-20 11:37:36.952,CONFIRMED,2B,eb79ca72c0e56dec
B1972,P1938,UK199,2025-04-18 11:37:36.952,CANCELLED,19B,173b7db0219f7e81
B1973,P1612,SJ033,2025-04-28 11:37:36.952,CANCELLED,8C,2a46c5fa309a225f
B1974,P1676,AI210,2025-08-03 11:37:36.952,PENDING,15B,8df86f378cb27b01
B1975,P1462,UK148,2025-08-26 11:37:36.952,UNKNOWN,20E,5f50e40ff96a0fd0
B1976,P1540,AI229,2025-08-27 11:37:36.952,PENDING,16F,2c9c3a92cbf98579
B1977,P1625,UK005,2026-01-01 11:37:36.952,PENDING,4A,c1c31fa9ed3bb84e
B1978,P1618,SJ080,2025-12-07 11:37:36.952,CONFIRMED,12C,6990aa0ac8d60e40
B1979,P1921,SJ092,2025-12-02 11:37:36.952,CANCELLED,1F,167f29c93a0c680e
B1980,P1363,SJ055,2025-12-04 11:37:36.952,CANCELLED,15A,642656fead84ca6e
B1981,P1129,AI239,2025-05-17 11:37:36.952,CONFIRMED,19D,194c1ff334ec6b7c
B1982,P1083,6F162,2025-06-17 11:37:36.952,UNKNOWN,7A,da2d4df4666b2a20
B1983,P1270,UK101,2025-06-28 11:37:36.952,UNKNOWN,27A,b1ec26b79390538b
B1984,P1243,6F198,2025-04-25 11:37:36.952,CONFIRMED,27F,9addb84ab4e74bf1
B1985,P1387,6F239,2025-09-28 11:37:36.952,CONFIRMED,31F,b7bca1f547c03574
B1986,P1213,SJ177,2025-10-07 11:37:36.952,CONFIRMED,13F,eccdbbde392ac599
B1987,P1817,6F044,2026-03-12 11:37:36.952,CANCELLED,19F,3a75e0b82eaab0a0
B1988,P1165,6F248,2026-02-17 11:37:36.952,PENDING,13A,b2abdbadf4cb0ea2
B1989,P1790,6F002,2025-12-10 11:37:36.952,UNKNOWN,16F,bf47153d90dacf5f
B1990,P1058,SJ197,2026-03-31 11:37:36.952,CONFIRMED,14B,2fb692e2db987266
B1991,P1601,UK091,2026-01-14 11:37:36.952,CANCELLED,22E,4aa73e23192d35b7
B1992,P1882,6F215,2025-04-25 11:37:36.952,CONFIRMED,25C,3bd00e59fdc2d052
B1993,P1842,AI093,2026-03-11 11:37:36.952,CANCELLED,5B,183ca99088a1487c
B1994,P1923,UK090,2026-03-31 11:37:36.952,CONFIRMED,21D,a173e965992f81ff
B1995,P1503,SJ005,2025-11-20 11:37:36.952,CANCELLED,11C,5025eb66e890523a
B1996,P1705,UK106,2025-08-08 11:37:36.952,CANCELLED,27E,65c0e8317e379a52
B1997,P1122,6F223,2025-05-03 11:37:36.952,PENDING,27B,9c2be330bc8f2b18
B1998,P1647,6F011,2025-10-23 11:37:36.952,CONFIRMED,14C,f260e8c9632372f9
B1999,P1412,UK124,2025-08-08 11:37:36.952,UNKNOWN,12B,ae872528e8dc647f
